filename,umap_x,umap_y,sub_cluster_id
NCI Images/breast/bt549/nybd1/NYBD1-A11_250nM_BT549_site1_FITC_Day1.png,-3.5729604,2.6653345,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_250nM_BT549_site2_FITC_Day1.png,-3.706571,3.8518925,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_250nM_BT549_site3_FITC_Day1.png,1.797491,-0.7994221,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_250nM_BT549_site4_FITC_Day0.png,-2.572294,2.8515244,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_250nM_BT549_site4_FITC_Day2.png,-2.8417668,0.3822989,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site1_FITC_Day0.png,-3.0584083,2.42475,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site1_FITC_Day1.png,-0.7521218,0.41653976,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site1_FITC_Day2.png,0.7531859,-2.5703082,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site2_FITC_Day0.png,-2.43716,2.6793764,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site2_FITC_Day1.png,-3.6371334,2.6370692,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site2_FITC_Day2.png,-2.7237306,-0.9815374,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site3_FITC_Day0.png,-4.368444,4.9943895,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site3_FITC_Day1.png,-0.6969356,0.26043123,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site4_FITC_Day0.png,-4.679409,6.2353683,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site4_FITC_Day1.png,-0.6055668,-0.04947788,1
NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site4_FITC_Day2.png,1.1921736,-2.481681,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site1_FITC_Day0.png,-4.4545574,4.4834275,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site1_FITC_Day1.png,-3.748125,1.4104242,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site1_FITC_Day2.png,1.3657653,-1.5738738,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site1_TRITC_Day0.png,-4.201582,4.524775,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site1_TRITC_Day1.png,-2.239046,0.71342015,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site1_TRITC_Day2.png,0.3123716,-1.9055035,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site2_FITC_Day0.png,-1.8760741,0.7415762,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site2_FITC_Day1.png,-4.454094,3.2512934,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site2_TRITC_Day0.png,-1.7545447,0.7999394,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site2_TRITC_Day1.png,-4.441425,3.23477,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site2_TRITC_Day2.png,4.0320244,-1.8017294,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site3_FITC_Day0.png,-4.09055,1.315675,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site3_FITC_Day1.png,-0.566024,-1.6336055,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site3_FITC_Day2.png,2.7816677,-2.2198808,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site3_TRITC_Day0.png,-2.8978045,1.0206906,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site3_TRITC_Day1.png,-0.19686611,-1.5755391,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site3_TRITC_Day2.png,1.0697013,-2.7578692,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site4_FITC_Day0.png,-1.3206646,-0.56120056,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site4_FITC_Day1.png,0.2007787,-2.6833878,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site4_FITC_Day2.png,3.4149754,-2.0237677,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site4_TRITC_Day0.png,-0.86801326,-0.62194824,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site4_TRITC_Day1.png,1.2199876,-2.5279944,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site4_TRITC_Day2.png,3.0818002,-2.4425564,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site1_FITC_Day0.png,-2.9575157,1.5569496,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site1_FITC_Day1.png,-5.2994366,6.4108896,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site1_FITC_Day2.png,-2.3268592,-0.23001148,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site1_TRITC_Day0.png,-2.9356108,1.556734,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site1_TRITC_Day1.png,-5.0997267,6.4073887,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site1_TRITC_Day2.png,-2.4587991,-0.20215437,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_FITC_Day0.png,-5.7470374,4.680867,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_FITC_Day1.png,-4.069668,0.2200532,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_FITC_Day2.png,-5.721473,3.8973126,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_TRITC_Day0.png,-5.784265,4.9529715,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_TRITC_Day1.png,-4.172206,0.40236735,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_TRITC_Day2.png,-5.7084274,3.8874023,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_FITC_Day0.png,-5.1015067,3.64915,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_FITC_Day1.png,1.5670898,-1.8914508,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_FITC_Day2.png,2.543786,-2.4772954,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_TRITC_Day0.png,-5.19738,3.855292,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_TRITC_Day1.png,1.6694397,-1.9203538,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_TRITC_Day2.png,2.4220052,-2.6191425,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_FITC_Day0.png,-2.8790944,2.157301,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_FITC_Day1.png,1.043644,-1.9467565,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_FITC_Day2.png,1.8863626,-2.445347,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_TRITC_Day0.png,-3.0080733,2.327651,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_TRITC_Day1.png,1.0435055,-1.907705,1
NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_TRITC_Day2.png,1.6770672,-2.6212769,1
NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site1_FITC_Day2.png,-1.6086727,-0.84649974,1
NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site3_FITC_Day1.png,2.3433266,-1.4388105,1
NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site3_TRITC_Day0.png,-1.5622454,1.7065234,1
NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_FITC_Day1.png,-2.6447375,0.42349994,1
NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_FITC_Day2.png,-3.3081465,2.5102286,1
NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_TRITC_Day0.png,-0.619214,0.49012694,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_FITC_Day1.png,-4.30898,5.1766434,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_FITC_Day2.png,3.2779028,-2.4461021,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_TRITC_Day0.png,-4.805017,6.8763995,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_FITC_Day1.png,-1.3838184,1.0429916,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_FITC_Day2.png,-0.5276075,-1.777689,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_TRITC_Day0.png,-4.981038,6.577567,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site3_FITC_Day1.png,-4.6978145,5.488672,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site3_FITC_Day2.png,-2.629302,2.361971,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site3_TRITC_Day0.png,-3.2480469,3.650281,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site3_TRITC_Day1.png,-3.1047468,2.8027043,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site4_FITC_Day1.png,-0.17079328,-0.4946697,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site4_FITC_Day2.png,-1.4829192,-1.1900574,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site4_TRITC_Day0.png,-3.2042153,3.5132377,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site1_FITC_Day0.png,-2.7197225,2.9918368,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site1_FITC_Day1.png,-2.0407398,0.785393,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site1_FITC_Day2.png,-3.9349475,0.9747738,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site1_TRITC_Day0.png,-4.439607,4.8608956,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site1_TRITC_Day2.png,-1.8478914,-0.85066384,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site2_FITC_Day0.png,-2.039871,1.431843,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site2_FITC_Day1.png,-4.780158,5.340398,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site2_FITC_Day2.png,3.565753,-2.2524073,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site2_TRITC_Day0.png,-3.8434777,2.7625427,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site2_TRITC_Day1.png,-3.4538276,4.0406003,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site3_FITC_Day0.png,-1.2324432,0.9845775,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site3_FITC_Day1.png,-3.6543934,3.8060672,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site3_FITC_Day2.png,1.4242814,-2.0188684,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site3_TRITC_Day0.png,-3.023333,1.6752899,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site4_FITC_Day0.png,-3.6983066,5.1825237,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site4_FITC_Day1.png,-4.4193034,4.4004035,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site4_FITC_Day2.png,0.9462991,-2.5158246,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site4_TRITC_Day0.png,-4.7562585,6.4209404,1
NCI Images/breast/bt549/nybd1/NYBD1-A4_500nM_BT549_site4_TRITC_Day1.png,-3.4420063,4.1685014,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site1_FITC_Day1.png,-5.4555035,8.220294,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site1_FITC_Day2.png,-2.7153053,-0.9407803,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site1_TRITC_Day1.png,-5.5452876,8.166719,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site1_TRITC_Day2.png,-4.2623525,0.64744496,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site2_FITC_Day0.png,-4.3461995,5.601369,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site2_FITC_Day1.png,-5.412541,8.364189,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site2_FITC_Day2.png,1.0765655,-2.320701,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site2_TRITC_Day0.png,-4.6333737,5.747852,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site2_TRITC_Day1.png,-5.4756236,8.289079,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site2_TRITC_Day2.png,-1.0545219,-2.13171,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site3_FITC_Day0.png,-0.45367846,0.27997965,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site3_FITC_Day1.png,-5.210882,5.564068,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site3_FITC_Day2.png,-3.2532794,0.29481053,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site3_TRITC_Day0.png,-1.657188,0.37404743,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site3_TRITC_Day1.png,-5.6559677,7.711611,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site3_TRITC_Day2.png,-4.2866893,0.96840096,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site4_FITC_Day0.png,-3.8406856,2.9395463,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site4_FITC_Day1.png,-5.6062965,7.483384,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site4_FITC_Day2.png,-5.6991086,5.165576,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site4_TRITC_Day0.png,-3.8773599,2.9205682,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site4_TRITC_Day1.png,-5.6477585,7.575986,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_250nM_BT549_site4_TRITC_Day2.png,-5.677916,5.598604,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site1_FITC_Day0.png,-5.0429134,6.4777374,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site1_FITC_Day1.png,-4.314077,5.1485744,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site1_FITC_Day2.png,-3.4708898,2.0618825,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site1_TRITC_Day0.png,-5.204556,6.4919996,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site1_TRITC_Day1.png,-4.5901937,5.5279946,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site1_TRITC_Day2.png,-4.591639,3.5112355,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site2_FITC_Day0.png,-5.2881083,8.1992,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site2_FITC_Day1.png,-4.503749,5.298728,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site2_FITC_Day2.png,-2.4142785,-0.92052966,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site2_TRITC_Day0.png,-5.414633,8.189118,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site2_TRITC_Day1.png,-4.636615,5.2731857,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site2_TRITC_Day2.png,-4.0182934,0.5153495,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site3_FITC_Day0.png,-4.3801317,5.417529,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site3_FITC_Day1.png,-4.6456065,3.6104672,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site3_FITC_Day2.png,-2.715332,-0.2433078,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site3_TRITC_Day0.png,-4.8496776,5.9268427,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site3_TRITC_Day1.png,-4.934819,3.9032044,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site3_TRITC_Day2.png,-3.0006955,-0.30042285,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site4_FITC_Day0.png,-4.375655,4.8429785,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site4_FITC_Day1.png,-4.546248,4.9325314,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site4_FITC_Day2.png,-4.7248044,5.0762935,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site4_TRITC_Day0.png,-4.4581037,4.845094,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site4_TRITC_Day1.png,-4.672173,4.9792633,1
NCI Images/breast/bt549/nybd1/NYBD1-A5_500nM_BT549_site4_TRITC_Day2.png,-4.7798433,4.990066,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site1_FITC_Day0.png,-4.738253,6.284832,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site1_FITC_Day1.png,-4.6724443,5.65985,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site1_FITC_Day2.png,-5.274065,4.0939536,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site1_TRITC_Day0.png,-4.6038766,6.2793107,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site1_TRITC_Day1.png,-4.48319,5.51462,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site1_TRITC_Day2.png,-5.249181,3.901321,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site2_FITC_Day0.png,-5.103834,7.2536697,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site2_FITC_Day1.png,-1.5039645,1.0353509,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site2_FITC_Day2.png,1.613873,-2.911341,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site2_TRITC_Day0.png,-4.991625,7.2224607,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site2_TRITC_Day1.png,-1.4200314,1.1170915,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site2_TRITC_Day2.png,1.4680065,-2.903579,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site3_FITC_Day0.png,-4.9477253,3.7638361,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site3_FITC_Day1.png,-2.450467,-0.014880183,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site3_FITC_Day2.png,-0.9162052,-1.2526863,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site3_TRITC_Day0.png,-5.0232477,3.9544957,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site3_TRITC_Day1.png,-2.5219278,0.10028193,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site3_TRITC_Day2.png,-1.3232709,-1.1729288,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site4_FITC_Day0.png,-5.041687,6.7639675,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site4_FITC_Day1.png,-0.39296898,-1.5630968,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site4_FITC_Day2.png,-0.34039536,-1.6564571,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site4_TRITC_Day0.png,-4.883925,6.7693405,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site4_TRITC_Day1.png,-0.11445448,-1.4042697,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_250nM_BT549_site4_TRITC_Day2.png,-0.7713827,-1.5827179,1
NCI Images/breast/bt549/nybd1/NYBD1-A6_500nM_BT549_site1_FITC_Day0.png,-4.933819,6.1927013,1
